imp_id,imp_campaign_id_sampled_from,user_id,campaign_id,campaign_value_per_conv,expected_value,bid,market_price,win,pconv,utility,budget_remaining,eligible_campaigns,chosen_score
1,47009,57,45363,226.10089889615296,10.79100135822216,9.711901222399943,10.244028038970846,False,0.04772648587822914,0.0,1000.0,88,10.791001
2,19441,59,42300,147.881048364255,0.00026253408354925305,0.00023628067519432776,0.00023339230648946458,True,1.7753058045855141e-06,2.9141777059788474e-05,999.9997666076935,88,0.00026253407
3,42252,86,47205,500.0,1.3516078470274806,1.2164470623247325,1.303690139571125,False,0.002703215694054961,0.0,1000.0,88,1.3516078
4,44656,89,46536,500.0,0.0022056517536839237,0.0019850865783155314,0.002063445103410398,False,4.4113035073678475e-06,0.0,1000.0,88,0.0022056517
5,47242,0,42569,500.0,0.00045729368025604344,0.0004115643122304391,0.00037815988808960867,True,9.145873605120869e-07,7.913379216643477e-05,999.9996218401119,88,0.00045729367
6,44729,70,47462,244.14762794151795,0.00012780224305687803,0.00011502201875119023,0.00012596342736087985,False,5.234629725237028e-07,0.0,1000.0,88,0.00012780224
7,45460,59,47589,133.45547777085994,19.679420150561757,17.711478135505583,18.636512159928504,False,0.14746056497097015,0.0,1000.0,88,19.67942
8,47455,4,47253,420.11963232435005,54.103303576511195,48.692973218860075,51.47883753000458,False,0.12878070771694183,0.0,1000.0,88,54.103302
9,41142,51,47253,420.11963232435005,25.630949162446406,23.067854246201765,21.352130142683777,True,0.06100869178771973,4.278819019762629,978.6478698573162,88,25.630949
10,42569,47,47663,500.0,25.170648470520973,22.653583623468876,22.428796362512326,True,0.050341296941041946,2.741852108008647,977.5712036374877,88,25.170649
11,47663,5,42751,366.2608399757147,0.1666784868657398,0.15001063817916582,0.1461343040113899,True,0.00045508137554861605,0.02054418285434989,999.8538656959886,88,0.16667849
12,43247,17,13505,500.0,3.7021257587310785e-08,3.3319131828579707e-08,3.616301961323349e-08,False,7.404251517462157e-11,0.0,1000.0,88,3.702126e-08
13,47589,66,42580,76.19008681731371,50.22357069204784,45.20121362284306,46.501789227971486,False,0.6591877341270447,0.0,1000.0,88,50.22357
14,43247,46,45432,265.07743761871785,124.90878333285733,112.41790499957159,119.67474187520932,False,0.47121620178222656,0.0,1000.0,88,124.908775
15,47548,76,13411,151.7561632634987,14.544644177021533,13.09017975931938,12.942036097484312,True,0.09584219753742218,1.6026080795372213,987.0579639025157,88,14.544644
16,42388,89,47663,500.0,6.6519188694655895,5.986726982519031,5.66013752170354,True,0.013303837738931179,0.9917813477620498,971.9110661157841,88,6.651919
17,42593,71,43013,500.0,27.493055909872055,24.74375031888485,25.013876787110718,False,0.05498611181974411,0.0,1000.0,88,27.493055
18,42593,51,43787,41.60582673707276,0.023011442562358972,0.020710298306123077,0.018903603357709915,True,0.0005530822090804577,0.004107839204649057,999.9810963966423,88,0.023011442
19,17562,2,13411,151.7561632634987,30.7488247015293,27.673942231376373,29.487311456760548,False,0.20261994004249573,0.0,987.0579639025157,88,30.748825
20,47548,87,47009,500.0,1.4416038757190108,1.2974434881471097,1.331608911599455,False,0.0028832077514380217,0.0,1000.0,88,1.4416039
21,45459,27,45783,500.0,3.191423125770143e-06,2.8722808131931288e-06,3.020540905986648e-06,False,6.382846251540286e-09,0.0,1000.0,88,3.191423e-06
22,19441,55,42569,500.0,71.21314108371735,64.09182697534561,62.227087679340336,True,0.1424262821674347,8.98605340437701,937.7725341607716,88,71.21314
23,42488,93,43247,390.5741076735338,241.58249161769209,217.4242424559229,237.89247473183516,False,0.6185317635536194,0.0,1000.0,88,241.58249
24,47548,80,47259,500.0,20.00214345753193,18.001929111778736,19.417316823455774,False,0.04000428691506386,0.0,1000.0,88,20.002144
25,45457,21,45482,36.39485550718855,8.811035630770583,7.9299320676935245,8.371444511805903,False,0.24209563434123993,0.0,1000.0,88,8.811035
26,47009,41,42580,76.19008681731371,12.168513280735626,10.951661952662063,10.282819223655398,True,0.159712553024292,1.8856940570802276,989.7171807763445,88,12.168513
27,42993,8,44806,500.0,1.290187006816268,1.1611683061346412,1.1534398029882131,True,0.002580374013632536,0.13674720382805483,998.8465601970117,88,1.290187
28,44002,39,45488,500.0,57.01139196753502,51.31025277078152,46.62874395267433,True,0.11402278393507004,10.382648014860692,953.3712560473257,88,57.01139
29,44656,63,44120,118.14069649860988,12.383588567789374,11.145229711010437,10.374625106126983,True,0.10482068359851837,2.0089634616623915,989.6253748938731,88,12.383588
30,40582,39,45783,500.0,0.00010413574358381084,9.372216922542975e-05,9.715331821989519e-05,False,2.0827148716762167e-07,0.0,1000.0,88,0.00010413575
31,44584,93,47386,148.82803330669205,0.4989444271897656,0.4490499844707891,0.4710320729326775,False,0.0033524895552545786,0.0,1000.0,88,0.49894443
32,14213,11,42300,147.881048364255,37.26780088823867,33.5410207994148,36.67717153131574,False,0.2520120143890381,0.0,999.9997666076935,88,37.2678
33,44729,71,46729,500.0,73.58517497777939,66.22665748000145,63.91965661034415,True,0.14717034995555878,9.66551836743524,936.0803433896558,88,73.585175
34,44729,87,46729,500.0,0.01805021383916028,0.01624519245524425,0.01582431105400976,True,3.610042767832056e-05,0.0022259027851505193,936.0645190786018,88,0.018050214
35,43813,70,44729,500.0,9.460093453526497,8.514084108173847,8.46224323149327,True,0.018920186907052994,0.997850222033227,991.5377567685067,88,9.4600935
36,44806,27,46729,500.0,29.22293357551098,26.30064021795988,24.66721980554063,True,0.05844586715102196,4.55571376997035,911.3972992730612,88,29.222933
